original_file,sha256,format,width,height,orientation,original_bytes,subject,source_status,unsplash_id,source_url,duplicate_group,corrupt,published_filename,assigned_page,alt_text,output_variants,decorative,optimized_bytes
Images/fin-0rHxkbcvQAE-unsplash.jpg,97a4fb8d5a89595ea7eb61cbdba8c6c9e89d0bbbab85ff746342c173e5bcda13,JPEG,2400,1881,landscape,1071547,calculator on wooden table,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,0rHxkbcvQAE,https://unsplash.com/photos/0rHxkbcvQAE,,no,,,,,,
Images/glenn-carstens-peters-RLw-UC03Gwc-unsplash.jpg,e1cb5c1fb70b455a7e60899f03fad7da59be04b7478a2bb3052f7b63f9902706,JPEG,2400,1597,landscape,244740,writing a list,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,RLw-UC03Gwc,https://unsplash.com/photos/RLw-UC03Gwc,,no,assets/images/articles/manual-admin-task-list-1200.jpg,/articles/manual-admin-interruption-cost/,Operator recording recurring manual admin tasks in a notebook,"assets/images/articles/manual-admin-task-list-640.webp (640x336 WebP, 9780 bytes); assets/images/articles/manual-admin-task-list-1200.webp (1200x630 WebP, 20962 bytes); assets/images/articles/manual-admin-task-list-1200.jpg (1200x630 JPEG, 56013 bytes)",no,86755
Images/guilherme-mendes-RVP3wAw9gJY-unsplash.jpg,21f98b70f644b95b8e713704cb4abd64bbd613bc86db393b02a064b40b9320f7,JPEG,2400,1017,landscape,308017,packaging supplies,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,RVP3wAw9gJY,https://unsplash.com/photos/RVP3wAw9gJY,,no,,,,,,
Images/isawred-Mn4_KuFSpe4-unsplash.jpg,1b7f09b7723401ee0e5aee25490f72d9b10a5ed9064e058c97d92779d5f0dfd8,JPEG,2400,1350,landscape,302114,two calculators,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,Mn4_KuFSpe4,https://unsplash.com/photos/Mn4_KuFSpe4,,no,,,,,,
Images/jakub-zerdzicki-1rm4_SojyNM-unsplash.jpg,de3a3fb379924cc22df1cbf8ebac1eb389d7995ce7ed10f5f0bef955c1bb00c0,JPEG,2400,3483,portrait,543769,notebook at desk,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,1rm4_SojyNM,https://unsplash.com/photos/1rm4_SojyNM,,no,,,,,,
Images/jakub-zerdzicki-8wLZi9OhsWU-unsplash.jpg,8dc6eb72eca77288366103e3343beeab677d9c6f70c8d170359c395e5dfca14c,JPEG,2400,1601,landscape,285238,calculator beside laptop,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,8wLZi9OhsWU,https://unsplash.com/photos/8wLZi9OhsWU,,no,,,,,,
Images/jakub-zerdzicki-QgXJUf6-cv8-unsplash.jpg,fe996d9d1cc686f54aeda2c942aae573615202b83c3acc93507f9538b7f81b0a,JPEG,2400,1601,landscape,631050,financial calculations,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,QgXJUf6-cv8,https://unsplash.com/photos/QgXJUf6-cv8,,no,,,,,,
Images/jakub-zerdzicki-TB7aNN4blTQ-unsplash.jpg,04af4184d5676def2c7191adbe97e26cd6640b4e429a51d1f60513c3f4bdc832,JPEG,2400,1350,landscape,234460,checklist,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,TB7aNN4blTQ,https://unsplash.com/photos/TB7aNN4blTQ,,no,assets/images/articles/repeatable-process-checklist-1200.jpg,/articles/ecommerce-key-person-dependency/,Handwritten process checklist used to document ecommerce handover steps,"assets/images/articles/repeatable-process-checklist-640.webp (640x336 WebP, 10728 bytes); assets/images/articles/repeatable-process-checklist-1200.webp (1200x630 WebP, 23106 bytes); assets/images/articles/repeatable-process-checklist-1200.jpg (1200x630 JPEG, 57721 bytes)",no,91555
Images/jakub-zerdzicki-rUimC7J5j1k-unsplash.jpg,29793191c43dcc3e63578c7ff2da183545b8e71fab3eaf921a6c5ea5c7760268,JPEG,2400,3598,portrait,828239,charts on digital devices,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,rUimC7J5j1k,https://unsplash.com/photos/rUimC7J5j1k,,no,,,,,,
Images/jakub-zerdzicki-zR7nFjjIAWE-unsplash.jpg,ceba2e69e3f9a7dd5326466bd667e22519eb8de4e3dd922b553b9f60da8eea00,JPEG,2400,1601,landscape,564438,calculator and cash,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,zR7nFjjIAWE,https://unsplash.com/photos/zR7nFjjIAWE,,no,,,,,,
Images/junseong-lee-WKMOPVvlLvo-unsplash.jpg,23ff9510833c5c62f761d701f2a621d909361f39482b5f3c5ad29193d8256e6d,JPEG,2400,1590,landscape,767111,warehouse boxes,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,WKMOPVvlLvo,https://unsplash.com/photos/WKMOPVvlLvo,,no,,,,,,
Images/kelly-sikkema-0oZpRxG5Hkk-unsplash.jpg,5f005cb0ff862c83814a8357296f6286c20def37a1f14a09864502f71159709d,JPEG,2400,1600,landscape,504578,documents calculator and laptop,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,0oZpRxG5Hkk,https://unsplash.com/photos/0oZpRxG5Hkk,,no,assets/images/articles/supplier-statement-reconciliation-documents-1200.jpg,/articles/automate-supplier-statement-reconciliation/,"Invoices, calculator and laptop arranged for reconciliation","assets/images/articles/supplier-statement-reconciliation-documents-640.webp (640x336 WebP, 19782 bytes); assets/images/articles/supplier-statement-reconciliation-documents-1200.webp (1200x630 WebP, 53182 bytes); assets/images/articles/supplier-statement-reconciliation-documents-1200.jpg (1200x630 JPEG, 107067 bytes)",no,180031
Images/kelly-sikkema-zN49qkBMmOA-unsplash.jpg,f883ccc6673a94a3fa2e63e26b1e7a5cbad3a2e986915f05972ab3346647a315,JPEG,2400,1446,landscape,345509,documents on desk,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,zN49qkBMmOA,https://unsplash.com/photos/zN49qkBMmOA,,no,assets/images/articles/invoice-processing-documents-1200.jpg,/articles/automate-invoice-processing-approval-control/,Business documents arranged on a desk for processing,"assets/images/articles/invoice-processing-documents-640.webp (640x336 WebP, 6734 bytes); assets/images/articles/invoice-processing-documents-1200.webp (1200x630 WebP, 19058 bytes); assets/images/articles/invoice-processing-documents-1200.jpg (1200x630 JPEG, 53621 bytes)",no,79413
Images/lance-chang-h3pVxOIpnzk-unsplash.jpg,cbcaa3e622a8ae6ada499008436cc504a6257751f03aa1b1aabd286162496b12,JPEG,2400,1600,landscape,604199,warehouse,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,h3pVxOIpnzk,https://unsplash.com/photos/h3pVxOIpnzk,,no,,,,,,
Images/leeruri-B4UtMe5DRBk-unsplash.jpg,0b44164f1d11e108ef80277b38cdd1b96287ac5b52afbde764c6ddc52cc561c6,JPEG,2400,2891,portrait,1662532,warehouse shelves,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,B4UtMe5DRBk,https://unsplash.com/photos/B4UtMe5DRBk,,no,,,,,,
Images/leo_visions-eFcn-qc-POM-unsplash.jpg,edce38d58a267e5c7cb477e44f856148b2872a0ba251377143271d2f9f5f3121,JPEG,2400,3598,portrait,1077919,workplace radios,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,eFcn-qc-POM,https://unsplash.com/photos/eFcn-qc-POM,,no,,,,,,
Images/lukas-blazek-mcSDtbWXUZU-unsplash.jpg,3915983e46cbe93df283f5a6e21b7c377885a0f51e9daa28ceb02ac7a6281bae,JPEG,2400,1589,landscape,301084,laptop analytics,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,mcSDtbWXUZU,https://unsplash.com/photos/mcSDtbWXUZU,,no,assets/images/articles/product-data-dashboard-1200.jpg,/articles/product-data-errors-before-listings-go-live/,Analytics dashboard open on a laptop,"assets/images/articles/product-data-dashboard-640.webp (640x336 WebP, 12222 bytes); assets/images/articles/product-data-dashboard-1200.webp (1200x630 WebP, 27352 bytes); assets/images/articles/product-data-dashboard-1200.jpg (1200x630 JPEG, 65372 bytes)",no,104946
Images/luke-chesser-JKUTrJ4vK00-unsplash.jpg,5bb6430a39cf898fe261edfa52be1707bd41ca46ec710ce45972b76213294b11,JPEG,2400,1600,landscape,485151,performance dashboard,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,JKUTrJ4vK00,https://unsplash.com/photos/JKUTrJ4vK00,,no,assets/images/articles/ecommerce-ai-roi-dashboard-1200.jpg,/articles/ecommerce-ai-automation-roi/,Ecommerce automation ROI dashboard with cost and performance charts,"assets/images/articles/ecommerce-ai-roi-dashboard-640.webp (640x336 WebP, 17290 bytes); assets/images/articles/ecommerce-ai-roi-dashboard-1200.webp (1200x630 WebP, 38774 bytes); assets/images/articles/ecommerce-ai-roi-dashboard-1200.jpg (1200x630 JPEG, 89103 bytes)",no,145167
Images/luke-heibert-gthSas4oYC0-unsplash.jpg,d011c74546a3bc8961ca1562099184613fa1ee89fe4319051cedd9776995d13f,JPEG,2400,1600,landscape,496302,open cardboard boxes,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,gthSas4oYC0,https://unsplash.com/photos/gthSas4oYC0,,no,,,,,,
Images/maksym-kaharlytskyi-Q9y3LRuuxmg-unsplash.jpg,c85c1be316d49292cb3fea3f5c82e094d5b7c57bfda61864eaa471f5a41a3b45,JPEG,2400,1597,landscape,516541,filing cabinet,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,Q9y3LRuuxmg,https://unsplash.com/photos/Q9y3LRuuxmg,,no,assets/images/articles/business-file-organisation-1200.jpg,/articles/email-attachments-shared-folders-or-forms/,Labelled files organised for a controlled document intake process,"assets/images/articles/business-file-organisation-640.webp (640x336 WebP, 17106 bytes); assets/images/articles/business-file-organisation-1200.webp (1200x630 WebP, 38022 bytes); assets/images/articles/business-file-organisation-1200.jpg (1200x630 JPEG, 89269 bytes)",no,144397
Images/matus-gocman-QTM8FvTWX-4-unsplash.jpg,9a9fe2876150fbdbb7181e297781a123d5eea97485589189e1543107b2d81f04,JPEG,2400,4265,portrait,765982,notes application,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,QTM8FvTWX-4,https://unsplash.com/photos/QTM8FvTWX-4,,no,assets/images/articles/crm-sales-call-notes-1200.jpg,/articles/automate-crm-updates-after-sales-calls/,Notes application open on a phone beside a workstation,"assets/images/articles/crm-sales-call-notes-640.webp (640x336 WebP, 14616 bytes); assets/images/articles/crm-sales-call-notes-1200.webp (1200x630 WebP, 33938 bytes); assets/images/articles/crm-sales-call-notes-1200.jpg (1200x630 JPEG, 79935 bytes)",no,128489
Images/mesh-BI3nPD34ECs-unsplash.jpg,be847d0c08fdce3529aa3ddeb7637e94ff51e002521f6eca57c7ff2705b837b0,JPEG,2400,1600,landscape,279170,completing a form,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,BI3nPD34ECs,https://unsplash.com/photos/BI3nPD34ECs,,no,assets/images/articles/cis-subcontractor-onboarding-form-1200.jpg,/articles/automate-cis-subcontractor-onboarding/,Hand completing a business form for a controlled onboarding process,"assets/images/articles/cis-subcontractor-onboarding-form-640.webp (640x336 WebP, 5632 bytes); assets/images/articles/cis-subcontractor-onboarding-form-1200.webp (1200x630 WebP, 12116 bytes); assets/images/articles/cis-subcontractor-onboarding-form-1200.jpg (1200x630 JPEG, 39042 bytes)",no,56790
Images/microsoft-copilot-pEVjp7yIc2A-unsplash.jpg,8248714122128adbc0314217f0c411c92133559c6baf6bdc7b4a638a7a388f5c,JPEG,2400,3598,portrait,802028,laptop workspace,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,pEVjp7yIc2A,https://unsplash.com/photos/pEVjp7yIc2A,,no,,,,,,
Images/myriam-jessier-eveI7MOcSmw-unsplash.jpg,20e60cf747bb4167e8b8e9cbfa1f1e43bb53061b1f22f070312de7f6b494d5eb,JPEG,2400,1600,landscape,418148,analytics screen,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,eveI7MOcSmw,https://unsplash.com/photos/eveI7MOcSmw,,no,assets/images/articles/system-integration-dashboard-1200.jpg,/articles/integrate-systems-or-automate-hand-off/,Operations dashboard used to monitor a system hand-off,"assets/images/articles/system-integration-dashboard-640.webp (640x336 WebP, 18860 bytes); assets/images/articles/system-integration-dashboard-1200.webp (1200x630 WebP, 44502 bytes); assets/images/articles/system-integration-dashboard-1200.jpg (1200x630 JPEG, 97140 bytes)",no,160502
Images/reproductive-health-supplies-coalition-2mH3hbrYMac-unsplash.jpg,1d2febfe54d55052a74fb2c057a73dc07eebcd8a67a94b825dc5d96f3f21afbe,JPEG,2400,1800,landscape,947424,warehouse storage,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,2mH3hbrYMac,https://unsplash.com/photos/2mH3hbrYMac,,no,assets/images/articles/purchase-order-inventory-packages-1200.jpg,/articles/automate-purchase-orders-reorder-rules/,Packages and paperwork prepared for an inventory order,"assets/images/articles/purchase-order-inventory-packages-640.webp (640x336 WebP, 21780 bytes); assets/images/articles/purchase-order-inventory-packages-1200.webp (1200x630 WebP, 58124 bytes); assets/images/articles/purchase-order-inventory-packages-1200.jpg (1200x630 JPEG, 126842 bytes)",no,206746
Images/sasun-bughdaryan-X4VwfPzy_2o-unsplash.jpg,61e36f7fa9d2eb057bc91e61c444d91903e17a667b81129ab3e9a135a248582b,JPEG,2400,1600,landscape,772461,calculator pen and money,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,X4VwfPzy_2o,https://unsplash.com/photos/X4VwfPzy_2o,,no,,,,,,
Images/scott-graham-5fNmWej4tAA-unsplash.jpg,56dde27cf38692ef9c24ed9a746ce249e1f2787a1fea480c1355c002cb23670a,JPEG,2400,1602,landscape,602261,laptop and handwritten notes,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,5fNmWej4tAA,https://unsplash.com/photos/5fNmWej4tAA,,no,assets/images/articles/business-process-review-1200.jpg,/articles/before-hiring-ecommerce-admin/,Colleagues comparing an ecommerce process and staffing plan beside a laptop,"assets/images/articles/business-process-review-640.webp (640x336 WebP, 16150 bytes); assets/images/articles/business-process-review-1200.webp (1200x630 WebP, 37534 bytes); assets/images/articles/business-process-review-1200.jpg (1200x630 JPEG, 97116 bytes)",no,150800
Images/sean-benesh-iOuUz0V0ZYM-unsplash.jpg,7fc337d39b577026427b13d869efa9e1e70e4a8228b88f3d16da9ddc82d039c1,JPEG,2400,1600,landscape,525879,storage racks,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,iOuUz0V0ZYM,https://unsplash.com/photos/iOuUz0V0ZYM,,no,,,,,,
Images/shraga-kopstein-qNChJd-MhRs-unsplash.jpg,2c6fad158e8a44293d190123bf4b7b429129c5bd39f85c2e0b03fa3df5d93b61,JPEG,2400,1600,landscape,1051190,construction worker,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,qNChJd-MhRs,https://unsplash.com/photos/qNChJd-MhRs,,no,,,,,,
Images/stephen-dawson-qwtCeJ5cLYs-unsplash.jpg,3e7a4d700f5882482a5f3b16c0bcadb8ecce5d7477a0a40ff45e989bfe84a19f,JPEG,2400,1727,landscape,620920,monitoring dashboard,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,qwtCeJ5cLYs,https://unsplash.com/photos/qwtCeJ5cLYs,,no,,,,,,
Images/sticker-mule-N7iUbPxU5NY-unsplash.jpg,fe13a9a1d9a261c90aea8750f85fd32003f46cf90841ef0e366e3781d16ed5ce,JPEG,2400,1600,landscape,656836,packaged box,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,N7iUbPxU5NY,https://unsplash.com/photos/N7iUbPxU5NY,,no,assets/images/articles/shopify-returns-parcel-packing-1200.jpg,/articles/shopify-returns-automation-review-rules/,Person packing a cardboard parcel for return,"assets/images/articles/shopify-returns-parcel-packing-640.webp (640x336 WebP, 28720 bytes); assets/images/articles/shopify-returns-parcel-packing-1200.webp (1200x630 WebP, 69624 bytes); assets/images/articles/shopify-returns-parcel-packing-1200.jpg (1200x630 JPEG, 134971 bytes)",no,233315
Images/swello-YR7r3kB8Z54-unsplash.jpg,adc718d8b2f980a8eef86d8493cf95a9dae89b08bccf7c0963587253f27b6c8c,JPEG,2400,1600,landscape,438837,reviewing charts,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,YR7r3kB8Z54,https://unsplash.com/photos/YR7r3kB8Z54,,no,assets/images/articles/ecommerce-monday-report-1200.jpg,/articles/monday-report-automation/,"Weekly ecommerce sales, margin and stock charts reviewed on a laptop","assets/images/articles/ecommerce-monday-report-640.webp (640x336 WebP, 14244 bytes); assets/images/articles/ecommerce-monday-report-1200.webp (1200x630 WebP, 31500 bytes); assets/images/articles/ecommerce-monday-report-1200.jpg (1200x630 JPEG, 78616 bytes)",no,124360
Images/towfiqu-barbhuiya-JhevWHCbVyw-unsplash.jpg,48cab15d63606d9ecc7129275f5f5be9ebedf555cec63f210f09c13f6be3d237,JPEG,2400,1600,landscape,318107,calculator and coffee,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,JhevWHCbVyw,https://unsplash.com/photos/JhevWHCbVyw,,no,,,,,,
Images/towfiqu-barbhuiya-xkArbdUcUeE-unsplash.jpg,e913dc65d0d18bf145abd932bbb11e3f48f3300e8ad8e9aa70aab0f47e80a345,JPEG,2400,1601,landscape,294474,phone and receipt,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,xkArbdUcUeE,https://unsplash.com/photos/xkArbdUcUeE,,no,assets/images/articles/shopify-payout-reconciliation-1200.jpg,/articles/reconcile-shopify-payouts-orders-fees/,Phone and payment receipt used for transaction checking,"assets/images/articles/shopify-payout-reconciliation-640.webp (640x336 WebP, 6052 bytes); assets/images/articles/shopify-payout-reconciliation-1200.webp (1200x630 WebP, 15014 bytes); assets/images/articles/shopify-payout-reconciliation-1200.jpg (1200x630 JPEG, 48553 bytes)",no,69619
Images/van-tay-media-Kab_-4M4I74-unsplash.jpg,f5e9ee2c61f54f42ddc00a6f322f3fe36c9e05f1958e3a9ad069363a9f167e9f,JPEG,2400,1751,landscape,270561,document handover,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,Kab_-4M4I74,https://unsplash.com/photos/Kab_-4M4I74,,no,assets/images/articles/client-onboarding-document-handover-1200.jpg,/articles/automate-client-onboarding-no-duplicate-data/,Two people handing over a business document,"assets/images/articles/client-onboarding-document-handover-640.webp (640x336 WebP, 6460 bytes); assets/images/articles/client-onboarding-document-handover-1200.webp (1200x630 WebP, 13742 bytes); assets/images/articles/client-onboarding-document-handover-1200.jpg (1200x630 JPEG, 43530 bytes)",no,63732
Images/vuk-burgic-omWXELm5Kn0-unsplash.jpg,feb172a9a19c2ae1cffb09d0160a3ef244cb6bb669cd0fcfd26ee03e9b540b78,JPEG,2400,1600,landscape,508644,newspaper archive,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,omWXELm5Kn0,https://unsplash.com/photos/omWXELm5Kn0,,no,,,,,,
Images/walls-io-9r6EztKam9M-unsplash.jpg,0fbf0ab4d9b80e346086d1f0f193041bd43a7a7f0fda1b7e19389f2e338b3522,JPEG,2400,1600,landscape,368974,sticky note,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,9r6EztKam9M,https://unsplash.com/photos/9r6EztKam9M,,no,,,,,,
Images/wesley-tingey-snNHKZ-mGfE-unsplash.jpg,36be21413f6428323828ea1ad790ab079dca2b61dd3953157d009d442d8900f1,JPEG,2400,1600,landscape,673481,document archive,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,snNHKZ-mGfE,https://unsplash.com/photos/snNHKZ-mGfE,,no,,,,,,
Images/zhi-gong-LSshI6spa5E-unsplash.jpg,3b17b85c85261e4a9c937235a2653db18ab887217d0a8244abc7b0b2090d1fa1,JPEG,2400,1350,landscape,639593,construction team,USER_REPORTED_UNSPLASH_ID_IN_FILENAME,LSshI6spa5E,https://unsplash.com/photos/LSshI6spa5E,,no,,,,,,
